path,label
data\plant_village\Tomato___Early_blight\fbb79594-419e-4bb7-9afa-6b9c0ba89033___RS_Erly.B 7644.JPG,Tomato___Early_blight
data\plant_village\Tomato___Leaf_Mold\33b4ab66-9077-47b9-8525-11e4257bda01___Crnl_L.Mold 9128.JPG,Tomato___Leaf_Mold
data\plant_village\Tomato___Early_blight\7d8a95e9-ea83-44f4-9f7c-ad4692b1ce1f___RS_Erly.B 7534.JPG,Tomato___Early_blight
data\plant_village\Potato___Early_blight\9541d815-f209-4f13-892e-ca4e97ae5d8e___RS_Early.B 8981.JPG,Potato___Early_blight
data\plant_village\Tomato___Late_blight\278c79c0-ebab-4c54-b573-d94a936e63e4___GHLB Leaf 2.3 Day 13.JPG,Tomato___Late_blight
data\plant_village\Potato___Late_blight\2e18248f-e251-44c0-b9a5-a198455f43ee___RS_LB 4858.JPG,Potato___Late_blight
data\plant_village\Potato___Early_blight\a60106e3-e037-495f-8b5a-080adcb9bdd9___RS_Early.B 8561.JPG,Potato___Early_blight
data\plant_village\Potato___Early_blight\5aee3e9f-0469-42e7-8ae7-56f7a1900fd5___RS_Early.B 9091.JPG,Potato___Early_blight
data\plant_village\Tomato___Late_blight\1a69b38b-c4eb-42c4-9584-bcb14fb8db0c___GHLB2 Leaf 9011.JPG,Tomato___Late_blight
data\plant_village\Potato___Early_blight\2b6f9564-80a2-4db7-a5e6-72be5ef33a71___RS_Early.B 8009.JPG,Potato___Early_blight
data\plant_village\Potato___Late_blight\05817623-2c4e-4517-88a1-fe81b9a73742___RS_LB 3920.JPG,Potato___Late_blight
"data\plant_village\Pepper,_bell___Bacterial_spot\6565f5ba-8e68-4d1a-b267-b12bfd73f3ef___JR_B.Spot 3252.JPG","Pepper,_bell___Bacterial_spot"
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 2248.JPG,Corn_(maize)___Common_rust_
"data\plant_village\Pepper,_bell___Bacterial_spot\9e501de6-b39a-4a9c-b5f7-f55a246c02b6___NREC_B.Spot 9207.JPG","Pepper,_bell___Bacterial_spot"
data\plant_village\Tomato___Late_blight\61009f0a-e08d-46fb-b03d-270d2323ceff___GHLB Leaf 23.1 Day 12.JPG,Tomato___Late_blight
data\plant_village\Tomato___Late_blight\dfbac5b2-1a64-4db0-8045-eaabfdbfb790___RS_Late.B 6039.JPG,Tomato___Late_blight
data\plant_village\Tomato___healthy\80d49051-a7ab-4e01-9370-08ba47aee1d3___RS_HL 0566.JPG,Tomato___healthy
data\plant_village\Tomato___Leaf_Mold\7922fafa-294f-4a34-999a-040d1a1a1d44___Crnl_L.Mold 6771.JPG,Tomato___Leaf_Mold
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 1692.JPG,Corn_(maize)___Common_rust_
data\plant_village\Tomato___Early_blight\e3aef05b-9ed6-421c-a44d-82a996b3e3bb___RS_Erly.B 7803.JPG,Tomato___Early_blight
data\plant_village\Potato___Early_blight\042135e2-e126-4900-9212-d42d900b8125___RS_Early.B 8791.JPG,Potato___Early_blight
data\plant_village\Potato___Early_blight\b8e08567-5193-41a4-b637-140b503830d9___RS_Early.B 9133.JPG,Potato___Early_blight
data\plant_village\Tomato___Leaf_Mold\8d6e2d0b-672d-4737-8973-17a9f31517a8___Crnl_L.Mold 7070.JPG,Tomato___Leaf_Mold
"data\plant_village\Pepper,_bell___healthy\de55360c-0b01-4556-b98e-d412ce6f8e49___JR_HL 8264.JPG","Pepper,_bell___healthy"
data\plant_village\Tomato___Early_blight\d8bfc53d-7b22-48a7-a884-c808927dc149___RS_Erly.B 6349.JPG,Tomato___Early_blight
data\plant_village\Tomato___Late_blight\9751ae34-d376-465d-9fce-ddb75caf98d2___GHLB2 Leaf 8781.JPG,Tomato___Late_blight
data\plant_village\Potato___Early_blight\7486e823-64f7-4e43-ab51-26261b077fc2___RS_Early.B 6785.JPG,Potato___Early_blight
data\plant_village\Tomato___healthy\136a69f1-2cf0-4fc6-bf40-8ed63bd3db94___RS_HL 9624.JPG,Tomato___healthy
"data\plant_village\Pepper,_bell___healthy\705ed2b5-efe8-48eb-8f95-3274d0841027___JR_HL 8368.JPG","Pepper,_bell___healthy"
"data\plant_village\Pepper,_bell___healthy\77f29636-f395-4e5e-857e-e76b263f4887___JR_HL 8622.JPG","Pepper,_bell___healthy"
data\plant_village\Potato___Late_blight\a3bf27ee-b4ec-4f72-a25b-9d47b4cd100d___RS_LB 2889.JPG,Potato___Late_blight
data\plant_village\Potato___Late_blight\727dd407-7a8b-4edb-9697-726ae947bd63___RS_LB 2646.JPG,Potato___Late_blight
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 2318.JPG,Corn_(maize)___Common_rust_
data\plant_village\Tomato___Late_blight\ae811562-9670-4094-a791-41c848b909c4___GHLB2 Leaf 8982.JPG,Tomato___Late_blight
data\plant_village\Tomato___Early_blight\22faea13-4b3e-4d87-b80c-379755a7b747___RS_Erly.B 7852.JPG,Tomato___Early_blight
data\plant_village\Potato___Late_blight\2958c571-a4f9-40b3-a091-0f37c4822932___RS_LB 3325.JPG,Potato___Late_blight
data\plant_village\Tomato___healthy\058ade43-2361-4039-bbe5-0ac661828c01___GH_HL Leaf 325.1.JPG,Tomato___healthy
"data\plant_village\Pepper,_bell___Bacterial_spot\718cf35c-8f3b-4d29-9c49-0aac5a8b6660___NREC_B.Spot 9098.JPG","Pepper,_bell___Bacterial_spot"
"data\plant_village\Pepper,_bell___healthy\e5492788-1625-4143-bd13-99a075603fd5___JR_HL 8224.JPG","Pepper,_bell___healthy"
data\plant_village\Tomato___Early_blight\d418610e-e676-4722-b84a-6de973499fa9___RS_Erly.B 9425.JPG,Tomato___Early_blight
"data\plant_village\Pepper,_bell___healthy\2fefe600-7bb1-4edd-86e7-0847c9e0e33c___JR_HL 8750.JPG","Pepper,_bell___healthy"
"data\plant_village\Pepper,_bell___Bacterial_spot\37e9bf3a-85da-4114-8e69-185498b9a9af___JR_B.Spot 3337.JPG","Pepper,_bell___Bacterial_spot"
data\plant_village\Tomato___Early_blight\8f9b3d86-42dd-4932-b638-8376529afcaa___RS_Erly.B 9575.JPG,Tomato___Early_blight
data\plant_village\Tomato___healthy\ffd8aa68-138f-4114-96c7-21eef72e1e13___RS_HL 9881.JPG,Tomato___healthy
data\plant_village\Potato___Early_blight\7584a5b8-b701-4255-9dde-a60b6442cc37___RS_Early.B 9154.JPG,Potato___Early_blight
"data\plant_village\Pepper,_bell___healthy\fd1d2f16-9e2e-4c06-98a7-a070c23b5017___JR_HL 8501.JPG","Pepper,_bell___healthy"
data\plant_village\Tomato___Leaf_Mold\74cdebf6-7aa9-40a1-bca2-d4dc28bc5b1f___Crnl_L.Mold 8724.JPG,Tomato___Leaf_Mold
data\plant_village\Tomato___Leaf_Mold\b3c95916-efd5-485f-83f8-686ed4866b89___Crnl_L.Mold 6542.JPG,Tomato___Leaf_Mold
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 1982.JPG,Corn_(maize)___Common_rust_
"data\plant_village\Pepper,_bell___healthy\64feac49-35be-4fc1-8921-b1dbf9299a68___JR_HL 7776.JPG","Pepper,_bell___healthy"
data\plant_village\Potato___Late_blight\fc759d3f-64c7-4e45-9a0c-5a2f07fd1055___RS_LB 3030.JPG,Potato___Late_blight
data\plant_village\Tomato___Late_blight\af7021ea-5138-4b6f-9ee5-c05daf993791___GHLB2 Leaf 77.1.JPG,Tomato___Late_blight
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 2380.JPG,Corn_(maize)___Common_rust_
data\plant_village\Potato___Early_blight\6fc04d72-747b-4a96-912a-db0bd967ece0___RS_Early.B 8002.JPG,Potato___Early_blight
data\plant_village\Potato___Late_blight\dbbd22b5-a565-470a-9e72-2c7d7c26dbe5___RS_LB 4932.JPG,Potato___Late_blight
"data\plant_village\Pepper,_bell___healthy\a87fefe4-6f62-46e2-90b9-273ba9997ed1___JR_HL 8292.JPG","Pepper,_bell___healthy"
"data\plant_village\Pepper,_bell___healthy\eaf12b28-cd51-40f3-9298-532c676eb55f___JR_HL 7688.JPG","Pepper,_bell___healthy"
data\plant_village\Tomato___Late_blight\5f473bdb-1899-4877-8d8f-df2e94996d1f___RS_Late.B 6266.JPG,Tomato___Late_blight
data\plant_village\Tomato___Early_blight\e221d1fa-e003-44eb-a0b0-57e8fcd73fd3___RS_Erly.B 7571.JPG,Tomato___Early_blight
data\plant_village\Potato___Late_blight\6be49d30-1b69-435a-a533-21b2b1a7fd41___RS_LB 3309.JPG,Potato___Late_blight
"data\plant_village\Pepper,_bell___healthy\2d7a6a97-2425-4644-8821-2788ac9d0d18___JR_HL 8157.JPG","Pepper,_bell___healthy"
data\plant_village\Potato___Early_blight\6f75cbf6-25c5-4b56-911d-c8a6ffa242d4___RS_Early.B 7914.JPG,Potato___Early_blight
data\plant_village\Potato___Late_blight\28cbad12-8d41-4d36-a6df-db0d35ee1ce0___RS_LB 2922.JPG,Potato___Late_blight
data\plant_village\Tomato___healthy\68955a6d-9454-49ba-8924-a5ed69dcd820___GH_HL Leaf 276.JPG,Tomato___healthy
data\plant_village\Tomato___Late_blight\06a7cfd9-0992-4020-8a11-79249d657c0c___GHLB2 Leaf 131.JPG,Tomato___Late_blight
data\plant_village\Tomato___Late_blight\5e85791b-b3a7-430e-b3af-e244c2d16f31___GHLB2 Leaf 8747.JPG,Tomato___Late_blight
"data\plant_village\Pepper,_bell___Bacterial_spot\7f9fc159-4db8-4e64-93eb-47e1f323d981___JR_B.Spot 8872.JPG","Pepper,_bell___Bacterial_spot"
data\plant_village\Potato___Early_blight\e09798e4-23b1-4485-873b-605bc350f327___RS_Early.B 7320.JPG,Potato___Early_blight
data\plant_village\Potato___Late_blight\2577b25b-c0ac-442b-8093-42e6490bad1e___RS_LB 4319.JPG,Potato___Late_blight
data\plant_village\Potato___Early_blight\fdc1f5ed-66b5-4564-8957-055905b8a569___RS_Early.B 8244.JPG,Potato___Early_blight
data\plant_village\Tomato___Early_blight\32065728-b0b0-4840-b2cc-7461b371e57f___RS_Erly.B 6407.JPG,Tomato___Early_blight
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 2691.JPG,Corn_(maize)___Common_rust_
data\plant_village\Potato___Early_blight\c10f959b-1f3d-4581-8299-640e87b1b653___RS_Early.B 7949.JPG,Potato___Early_blight
data\plant_village\Tomato___Leaf_Mold\d10c19de-1b3f-42fb-822f-6a2927d17c14___Crnl_L.Mold 8812.JPG,Tomato___Leaf_Mold
data\plant_village\Tomato___Leaf_Mold\06885d98-1412-4073-8800-9da44c3935c6___Crnl_L.Mold 6794.JPG,Tomato___Leaf_Mold
data\plant_village\Tomato___Late_blight\cd68ccb3-8745-4307-a7d0-15c6f4aa26f9___GHLB2 Leaf 8891.JPG,Tomato___Late_blight
data\plant_village\Tomato___healthy\1cb9d4d1-280b-479c-95a9-01f71acf70bc___RS_HL 0641.JPG,Tomato___healthy
data\plant_village\Potato___healthy\56ae1281-5ee5-4f2a-8678-c2e4491878c6___RS_HL 1869.JPG,Potato___healthy
data\plant_village\Tomato___Leaf_Mold\2b727376-492d-47dd-983a-c8f9c7ab386a___Crnl_L.Mold 6556.JPG,Tomato___Leaf_Mold
data\plant_village\Potato___Late_blight\b0eebb8f-c322-4b56-8897-2cc98d474440___RS_LB 5286.JPG,Potato___Late_blight
data\plant_village\Tomato___Early_blight\c35fc6de-4796-4f7a-a350-7bff160cbbd5___RS_Erly.B 7740.JPG,Tomato___Early_blight
"data\plant_village\Pepper,_bell___healthy\572d35b1-881d-4d69-b902-58048b9f7b2a___JR_HL 8402.JPG","Pepper,_bell___healthy"
data\plant_village\Tomato___Late_blight\913a9ecb-2dad-4a37-8e5e-e97a1aa2b8a1___RS_Late.B 5327.JPG,Tomato___Late_blight
data\plant_village\Potato___Early_blight\7dc2fac8-c581-4b69-9f54-dbe7d838956c___RS_Early.B 6677.JPG,Potato___Early_blight
data\plant_village\Tomato___Late_blight\cac3a565-799f-4b66-a575-5ad6ff356d37___GHLB_PS Leaf 2.3 Day 8.jpg,Tomato___Late_blight
data\plant_village\Potato___Early_blight\f12d7916-b4f0-46f7-91bd-8dc097743149___RS_Early.B 8963.JPG,Potato___Early_blight
data\plant_village\Tomato___Early_blight\9a86409c-60ef-4fb5-9783-665065eb5229___RS_Erly.B 7697.JPG,Tomato___Early_blight
data\plant_village\Potato___Early_blight\a50c5f93-a5db-4eaf-9d82-2e420d2351e7___RS_Early.B 7060.JPG,Potato___Early_blight
"data\plant_village\Pepper,_bell___Bacterial_spot\88a00319-c477-422b-bc43-91d03382f8c7___JR_B.Spot 3402.JPG","Pepper,_bell___Bacterial_spot"
"data\plant_village\Pepper,_bell___healthy\3688ae98-5f85-4df3-a51f-07ad8707d5a5___JR_HL 8751.JPG","Pepper,_bell___healthy"
data\plant_village\Tomato___healthy\64518a58-5c06-4a14-9ab6-2c4f71456050___GH_HL Leaf 394.JPG,Tomato___healthy
data\plant_village\Tomato___healthy\50ac802c-b814-4faf-b0d5-a7bc012747eb___GH_HL Leaf 315.JPG,Tomato___healthy
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 2516.JPG,Corn_(maize)___Common_rust_
"data\plant_village\Pepper,_bell___healthy\6bdcf245-2e3f-4732-bcef-73e7eecd4c31___JR_HL 8563.JPG","Pepper,_bell___healthy"
"data\plant_village\Pepper,_bell___Bacterial_spot\ecb3abf1-f826-4c7a-9ee6-e4f112a6cb9f___JR_B.Spot 3154.JPG","Pepper,_bell___Bacterial_spot"
data\plant_village\Potato___Early_blight\8f0e6484-7d27-4ee1-849a-316c6195b139___RS_Early.B 6840.JPG,Potato___Early_blight
data\plant_village\Tomato___Late_blight\c5b2af5b-c27f-4ed3-83e5-e2bfe096f024___RS_Late.B 6918.JPG,Tomato___Late_blight
"data\plant_village\Pepper,_bell___Bacterial_spot\e1b6c94d-8ecf-4cc3-af1e-0994f71a3d97___JR_B.Spot 9019.JPG","Pepper,_bell___Bacterial_spot"
data\plant_village\Tomato___Late_blight\647fc3ec-00a2-4f1a-ad81-a5ed6ac25420___GHLB2 Leaf 8957.JPG,Tomato___Late_blight
data\plant_village\Tomato___Early_blight\bc894aa4-76ca-427e-a964-e86236fc0217___RS_Erly.B 7526.JPG,Tomato___Early_blight
data\plant_village\Tomato___Late_blight\27dcd39d-4a04-472c-ab97-84f2d57b6245___GHLB2 Leaf 83.JPG,Tomato___Late_blight
"data\plant_village\Pepper,_bell___Bacterial_spot\99cd2ddf-fb89-41c3-91cc-0697293b3d9f___NREC_B.Spot 1948.JPG","Pepper,_bell___Bacterial_spot"
data\plant_village\Potato___Late_blight\74d5c9b6-c99f-4ba2-8180-6c35bb5de820___RS_LB 2811.JPG,Potato___Late_blight
data\plant_village\Tomato___Late_blight\c73d4fb4-db6b-4f53-b15a-d739d9703b27___GHLB Leaf 23 Day 18.JPG,Tomato___Late_blight
data\plant_village\Tomato___healthy\92d04528-2709-4cc0-8e98-bdfe2ef97143___RS_HL 9808.JPG,Tomato___healthy
data\plant_village\Tomato___Leaf_Mold\1a1acd8f-bd8d-47be-945d-ce308dffd678___Crnl_L.Mold 6675.JPG,Tomato___Leaf_Mold
data\plant_village\Tomato___Early_blight\72e0c27a-891e-4864-a473-c44d578ad2ed___RS_Erly.B 7622.JPG,Tomato___Early_blight
data\plant_village\Tomato___healthy\e6fdaad9-b536-46c3-a819-faf414cfbf47___GH_HL Leaf 500.2.JPG,Tomato___healthy
data\plant_village\Potato___Early_blight\686938d8-5fcc-4482-850f-0e8720206046___RS_Early.B 7769.JPG,Potato___Early_blight
data\plant_village\Potato___healthy\3f369e63-81eb-4194-a145-df9ed91abc5d___RS_HL 1745.JPG,Potato___healthy
"data\plant_village\Pepper,_bell___Bacterial_spot\36aa1467-175d-42d0-8da3-99e8ffd06fbe___NREC_B.Spot 1905.JPG","Pepper,_bell___Bacterial_spot"
data\plant_village\Tomato___Late_blight\031ab3ab-02f4-4397-9886-54345461580d___RS_Late.B 6654.JPG,Tomato___Late_blight
data\plant_village\Tomato___Late_blight\31f64c4e-cb26-44a6-a208-5a88d7d486e8___GHLB2 Leaf 8889.JPG,Tomato___Late_blight
"data\plant_village\Pepper,_bell___healthy\86e16897-fd51-4b0a-8ab3-ffa9ff146fa4___JR_HL 8386.JPG","Pepper,_bell___healthy"
data\plant_village\Tomato___healthy\1480b935-0081-4052-a7e8-09ef0040d9b5___GH_HL Leaf 338.JPG,Tomato___healthy
"data\plant_village\Pepper,_bell___healthy\234945aa-456b-4f88-856c-40ea3dacf0d7___JR_HL 5889.JPG","Pepper,_bell___healthy"
data\plant_village\Potato___Early_blight\1367d3e9-74fe-4d61-ab24-dd389dcb5d54___RS_Early.B 8011.JPG,Potato___Early_blight
data\plant_village\Tomato___Leaf_Mold\13fa2773-ccce-4f1d-85cd-e5cb2c3b6c72___Crnl_L.Mold 8996.JPG,Tomato___Leaf_Mold
data\plant_village\Tomato___healthy\083426c2-0042-4788-91ea-b7d93395c24a___RS_HL 9929.JPG,Tomato___healthy
"data\plant_village\Pepper,_bell___Bacterial_spot\f76704b2-2ff0-4ef9-9f82-78ee5a5ad12c___NREC_B.Spot 1897.JPG","Pepper,_bell___Bacterial_spot"
"data\plant_village\Pepper,_bell___Bacterial_spot\006adb74-934f-448f-a14f-62181742127b___JR_B.Spot 3395.JPG","Pepper,_bell___Bacterial_spot"
data\plant_village\Tomato___Late_blight\8b08d651-0fcc-43da-8aec-34389f834d63___GHLB2 Leaf 8644.JPG,Tomato___Late_blight
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 1566.JPG,Corn_(maize)___Common_rust_
data\plant_village\Potato___Early_blight\86562214-f8b9-4105-9513-4847520aff9a___RS_Early.B 7515.JPG,Potato___Early_blight
data\plant_village\Tomato___Late_blight\bb1cfbc3-b8eb-4a56-9313-86cffbea4524___GHLB_PS Leaf 30.1 Day 13.jpg,Tomato___Late_blight
"data\plant_village\Pepper,_bell___Bacterial_spot\178e960f-3250-4378-9783-765b65e54217___NREC_B.Spot 1881.JPG","Pepper,_bell___Bacterial_spot"
"data\plant_village\Pepper,_bell___healthy\dfe76f2d-7086-4c4c-9f6c-a6af6b666dee___JR_HL 7714.JPG","Pepper,_bell___healthy"
"data\plant_village\Pepper,_bell___Bacterial_spot\6218fa91-d526-4705-aab4-026c328197a3___NREC_B.Spot 9252.JPG","Pepper,_bell___Bacterial_spot"
data\plant_village\Potato___Early_blight\bc378ba0-533d-42db-a8b2-82decc73f4d5___RS_Early.B 9092.JPG,Potato___Early_blight
data\plant_village\Tomato___healthy\fae1be6a-cac5-481b-96ab-4a4abae39af5___RS_HL 0227.JPG,Tomato___healthy
data\plant_village\Tomato___Late_blight\66f03c1a-6810-41b2-93cb-ccc1630a18d4___RS_Late.B 4882.JPG,Tomato___Late_blight
data\plant_village\Tomato___healthy\61db52ae-d868-4ba0-bac0-b2c9dc539cd8___RS_HL 0140.JPG,Tomato___healthy
data\plant_village\Potato___Early_blight\203357f4-1deb-42b2-99ed-32df34aa166c___RS_Early.B 6780.JPG,Potato___Early_blight
data\plant_village\Tomato___Early_blight\efd88799-7fbc-4638-b66b-4e49c7bf7b9f___RS_Erly.B 9390.JPG,Tomato___Early_blight
"data\plant_village\Pepper,_bell___Bacterial_spot\39d02156-2d42-4927-aab3-20dd59810f69___NREC_B.Spot 9075.JPG","Pepper,_bell___Bacterial_spot"
data\plant_village\Potato___Late_blight\ea620852-7590-4d82-8349-1470cb1fe3a8___RS_LB 2719.JPG,Potato___Late_blight
data\plant_village\Potato___Early_blight\f686133a-e89a-4242-a52d-02f32ffd5275___RS_Early.B 8295.JPG,Potato___Early_blight
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 2118.JPG,Corn_(maize)___Common_rust_
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 1615.JPG,Corn_(maize)___Common_rust_
data\plant_village\Tomato___Early_blight\f834c581-d183-4a7a-98a5-77e8e2cbfa69___RS_Erly.B 7722.JPG,Tomato___Early_blight
"data\plant_village\Pepper,_bell___healthy\d72022b9-78bc-496c-900d-f716012c047b___JR_HL 8072.JPG","Pepper,_bell___healthy"
data\plant_village\Potato___Early_blight\159f49c5-8d80-41cb-b730-333fdefdff62___RS_Early.B 7301.JPG,Potato___Early_blight
data\plant_village\Potato___Late_blight\600100de-8374-4ddd-a816-318235e27948___RS_LB 2895.JPG,Potato___Late_blight
data\plant_village\Tomato___Leaf_Mold\ffb2d848-e46c-485c-a633-8d6137dd3dbf___Crnl_L.Mold 8735.JPG,Tomato___Leaf_Mold
"data\plant_village\Pepper,_bell___healthy\fa21e46a-f995-469d-9dc9-c6908c9a32c8___JR_HL 8375.JPG","Pepper,_bell___healthy"
"data\plant_village\Pepper,_bell___Bacterial_spot\11e6ce0a-8511-485a-b22c-21b978d28e5e___JR_B.Spot 3383.JPG","Pepper,_bell___Bacterial_spot"
"data\plant_village\Pepper,_bell___healthy\9ec19588-69dc-438b-b257-7a987ff403e2___JR_HL 8621.JPG","Pepper,_bell___healthy"
data\plant_village\Tomato___healthy\5733d6bf-494a-4da8-a15f-5903f4f05807___RS_HL 0259.JPG,Tomato___healthy
data\plant_village\Potato___Early_blight\09ab9573-90d5-4001-9b74-14551935deef___RS_Early.B 7603.JPG,Potato___Early_blight
"data\plant_village\Pepper,_bell___Bacterial_spot\524b0b87-2adb-409c-acd6-02327fb7a064___NREC_B.Spot 9212.JPG","Pepper,_bell___Bacterial_spot"
data\plant_village\Tomato___Late_blight\50b8801e-390e-4117-918e-cad1c1af16b4___RS_Late.B 5232.JPG,Tomato___Late_blight
"data\plant_village\Pepper,_bell___healthy\939d6e91-0bd9-4b1a-a608-5b2bfbd94258___JR_HL 7600.JPG","Pepper,_bell___healthy"
data\plant_village\Tomato___Early_blight\a8d430c0-7dff-4474-a6c1-1fd601198ff6___RS_Erly.B 7738.JPG,Tomato___Early_blight
"data\plant_village\Pepper,_bell___Bacterial_spot\532fab13-878e-4fe9-af94-302ed3e0a906___NREC_B.Spot 1885.JPG","Pepper,_bell___Bacterial_spot"
"data\plant_village\Pepper,_bell___Bacterial_spot\4bfd707f-94f4-442d-9dfc-8a96b51653d4___JR_B.Spot 3334.JPG","Pepper,_bell___Bacterial_spot"
data\plant_village\Tomato___Early_blight\b868515e-a566-4b0b-9633-30203270943f___RS_Erly.B 9401.JPG,Tomato___Early_blight
data\plant_village\Tomato___healthy\21d294dd-0c03-457d-a02d-1243bdf0ff4f___RS_HL 9887.JPG,Tomato___healthy
data\plant_village\Tomato___Late_blight\d28832cb-6291-40c8-b48e-c6019c1eb6a5___RS_Late.B 6437.JPG,Tomato___Late_blight
data\plant_village\Tomato___Late_blight\57c53f65-3137-41d3-9bf7-7ac867f3efe8___RS_Late.B 6255.JPG,Tomato___Late_blight
data\plant_village\Tomato___Early_blight\baea464c-e54b-4e22-8bbc-8047d19ed0cf___RS_Erly.B 8323.JPG,Tomato___Early_blight
data\plant_village\Tomato___Early_blight\d7dd7c0b-8c0f-46e7-88df-18e6f4e01e0b___RS_Erly.B 7687.JPG,Tomato___Early_blight
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 2400.JPG,Corn_(maize)___Common_rust_
"data\plant_village\Pepper,_bell___Bacterial_spot\794eb318-4b89-4774-89af-76131cf7b793___NREC_B.Spot 1920.JPG","Pepper,_bell___Bacterial_spot"
data\plant_village\Tomato___healthy\3247a6d7-a473-414f-af51-2d8de917ee82___RS_HL 9622.JPG,Tomato___healthy
data\plant_village\Tomato___Early_blight\503785a3-9eaa-4887-b832-2288f747624a___RS_Erly.B 7636.JPG,Tomato___Early_blight
data\plant_village\Tomato___healthy\95973ed9-f9a8-4c71-b232-432f61020fe3___GH_HL Leaf 412.JPG,Tomato___healthy
data\plant_village\Tomato___Late_blight\8130621c-8ff8-4fd9-bd54-765491adc31f___GHLB2 Leaf 8822.JPG,Tomato___Late_blight
data\plant_village\Tomato___Leaf_Mold\b0eb89d7-6d76-4799-acfc-37426aeb4589___Crnl_L.Mold 6719.JPG,Tomato___Leaf_Mold
data\plant_village\Potato___Late_blight\04fe5855-ec9c-40b3-9893-ca8addc236bd___RS_LB 4913.JPG,Potato___Late_blight
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 1915.JPG,Corn_(maize)___Common_rust_
data\plant_village\Tomato___Leaf_Mold\8e92b724-a066-4039-a090-2699c5cfed4e___Crnl_L.Mold 6724.JPG,Tomato___Leaf_Mold
"data\plant_village\Pepper,_bell___Bacterial_spot\c869760f-5c94-4282-9e1b-a7b0f36455e4___JR_B.Spot 8929.JPG","Pepper,_bell___Bacterial_spot"
"data\plant_village\Pepper,_bell___healthy\1d0430f7-af9b-4e3d-9d4a-47cf676556fe___JR_HL 5938.JPG","Pepper,_bell___healthy"
data\plant_village\Potato___Late_blight\d99f0d05-6ee3-440c-9dc6-48f7ba2bfc24___RS_LB 2654.JPG,Potato___Late_blight
"data\plant_village\Pepper,_bell___healthy\e0d0a755-6ed0-4cf1-b35d-87547f87a17a___JR_HL 8565.JPG","Pepper,_bell___healthy"
data\plant_village\Tomato___healthy\3b0677fb-ff25-4871-aa89-37f756e917af___GH_HL Leaf 253.JPG,Tomato___healthy
data\plant_village\Potato___Late_blight\fd35fb86-6558-40f2-b8ac-6922e2107af5___RS_LB 4095.JPG,Potato___Late_blight
data\plant_village\Potato___healthy\57c2663b-5d1d-4476-b067-38b2149c3b2d___RS_HL 1796.JPG,Potato___healthy
"data\plant_village\Pepper,_bell___healthy\b66d486a-9cc5-448a-8e5d-ff2b6ca718d4___JR_HL 7756.JPG","Pepper,_bell___healthy"
data\plant_village\Potato___Early_blight\ee8df9d4-1893-49a4-b2e9-aee2b1e85ca0___RS_Early.B 6926.JPG,Potato___Early_blight
"data\plant_village\Pepper,_bell___Bacterial_spot\b810580c-a559-4c50-8378-0ec894de8a36___NREC_B.Spot 1838.JPG","Pepper,_bell___Bacterial_spot"
data\plant_village\Tomato___Leaf_Mold\b193984f-18ce-4d09-af21-0b70e44d704e___Crnl_L.Mold 8705.JPG,Tomato___Leaf_Mold
"data\plant_village\Pepper,_bell___Bacterial_spot\6c475c34-fcf6-4386-97f3-a08424dc0401___NREC_B.Spot 1801.JPG","Pepper,_bell___Bacterial_spot"
data\plant_village\Tomato___Leaf_Mold\c3b836a9-0621-4979-a4a0-b57b9488cbeb___Crnl_L.Mold 8846.JPG,Tomato___Leaf_Mold
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 1609.JPG,Corn_(maize)___Common_rust_
data\plant_village\Tomato___Late_blight\f3c203d3-4246-4af5-adfd-37452f637024___GHLB2 Leaf 118.1.JPG,Tomato___Late_blight
